id,name,description,category,subcategory,brand,specifications,features,price,currency,rating,review_count,availability,color,warranty_months,release_date,tags
255,ASUS Inspiron 14,"Premium portable computer with exceptional performance and build quality. Features fast charging, SSD storage, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,ASUS,"16GB RAM, 512GB SSD, Apple processor","fast charging, SSD storage, dedicated graphics",1852.73,USD,4.9,897,In Stock,Blue,24,2024-02-29,"SSD storage, fast charging, dedicated graphics, ASUS, laptops"
256,Sony Lite 10,"High-performance smartphone with exceptional battery life and display quality. Features wireless charging, premium build, fingerprint sensor, 5G connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Sony,"512GB storage, 8GB RAM","wireless charging, premium build, fingerprint sensor, 5G connectivity",2210.21,USD,4.1,1480,Limited Stock,Rose Gold,24,2024-05-04,"fingerprint sensor, premium build, Sony, wireless charging, 5G connectivity"
257,Sony DT 267,"Premium wireless headphones with superior sound quality and comfort. Features quick charge, multipoint connection, premium sound quality, foldable design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Sony,"53mm drivers, 30h battery life","quick charge, multipoint connection, premium sound quality, foldable design",318.05,USD,4.9,1593,Limited Stock,Blue,36,2025-03-15,"Sony, multipoint connection, quick charge, headphones, foldable design"
258,Dell ThinkPad 13,"Premium portable computer with exceptional performance and build quality. Features fast processor, SSD storage, high resolution display, fast charging, touchscreen, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Dell,"32GB RAM, 256GB SSD, Apple processor","fast processor, SSD storage, high resolution display, fast charging, touchscreen, long battery life",3022.77,USD,3.6,1402,In Stock,Silver,36,2024-10-21,"Dell, touchscreen, SSD storage, high resolution display, long battery life"
259,HP Inspiron 14,"High-performance notebook with advanced features and sleek design. Features lightweight design, backlit keyboard, SSD storage, touchscreen, fast charging, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,HP,"32GB RAM, 1024GB SSD, Apple processor","lightweight design, backlit keyboard, SSD storage, touchscreen, fast charging, dedicated graphics",3507.56,USD,4.8,1381,Out of Stock,Rose Gold,24,2024-10-21,"HP, backlit keyboard, dedicated graphics, touchscreen, SSD storage"
260,Motorola Plus 15 Ultra,"Advanced mobile device featuring latest processor and camera system. Features multiple cameras, water resistant, 5G connectivity, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Motorola,"128GB storage, 6GB RAM","multiple cameras, water resistant, 5G connectivity, fast charging",561.37,USD,4.5,439,Out of Stock,Gray,36,2024-02-05,"Motorola, water resistant, multiple cameras, fast charging, smartphones"
261,OnePlus Note 12 Pro,"Flagship smartphone with cutting-edge technology and premium design. Features 5G connectivity, premium build, fast charging, multiple cameras, face recognition. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,OnePlus,"64GB storage, 8GB RAM","5G connectivity, premium build, fast charging, multiple cameras, face recognition",523.69,USD,3.6,696,In Stock,Rose Gold,12,2024-02-25,"premium build, smartphones, fast charging, OnePlus, multiple cameras"
262,Apple Pro 10 Pro,"Premium mobile phone with professional-grade camera and fast performance. Features fingerprint sensor, OLED display, 5G connectivity, high refresh rate, premium build. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Apple,"128GB storage, 12GB RAM","fingerprint sensor, OLED display, 5G connectivity, high refresh rate, premium build",790.04,USD,5.0,1652,Out of Stock,Rose Gold,36,2025-03-20,"smartphones, high refresh rate, Apple, fingerprint sensor, premium build"
263,Huawei Note 12,"Premium mobile phone with professional-grade camera and fast performance. Features high refresh rate, 5G connectivity, wireless charging, face recognition, multiple cameras, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Huawei,"256GB storage, 6GB RAM","high refresh rate, 5G connectivity, wireless charging, face recognition, multiple cameras, fast charging",1359.67,USD,4.1,956,In Stock,Red,24,2025-05-12,"face recognition, 5G connectivity, wireless charging, fast charging, high refresh rate"
264,Alienware MacBook 14,"Versatile laptop perfect for business, gaming, and multimedia use. Features long battery life, lightweight design, dedicated graphics, fast charging, premium build quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Alienware,"32GB RAM, 1024GB SSD, AMD processor","long battery life, lightweight design, dedicated graphics, fast charging, premium build quality",2463.71,USD,4.1,1715,In Stock,White,24,2025-07-16,"lightweight design, dedicated graphics, laptops, long battery life, fast charging"
265,HP Pavilion 17,"Powerful laptop designed for professional work and creative tasks. Features long battery life, backlit keyboard, lightweight design, SSD storage, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,HP,"32GB RAM, 1024GB SSD, AMD processor","long battery life, backlit keyboard, lightweight design, SSD storage, dedicated graphics",2953.28,USD,3.8,1941,Out of Stock,Red,36,2024-11-06,"HP, SSD storage, backlit keyboard, long battery life, lightweight design"
266,Motorola Edge 10,"Flagship smartphone with cutting-edge technology and premium design. Features multiple cameras, wireless charging, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Motorola,"512GB storage, 8GB RAM","multiple cameras, wireless charging, OLED display",2384.14,USD,4.9,70,In Stock,Red,24,2025-03-30,"Motorola, multiple cameras, smartphones, OLED display, wireless charging"
267,Razer ThinkPad 17,"Powerful laptop designed for professional work and creative tasks. Features premium build quality, high resolution display, fast processor, backlit keyboard, fast charging, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Razer,"16GB RAM, 256GB SSD, AMD processor","premium build quality, high resolution display, fast processor, backlit keyboard, fast charging, long battery life",1665.8,USD,3.7,390,Limited Stock,Black,36,2024-03-28,"high resolution display, backlit keyboard, fast charging, premium build quality, long battery life"
268,Oppo Pro 10 Max,"High-performance smartphone with exceptional battery life and display quality. Features face recognition, OLED display, 5G connectivity, fingerprint sensor, premium build. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Oppo,"512GB storage, 8GB RAM","face recognition, OLED display, 5G connectivity, fingerprint sensor, premium build",2425.82,USD,3.9,605,Out of Stock,White,12,2024-09-24,"OLED display, Oppo, 5G connectivity, premium build, fingerprint sensor"
269,Oppo Plus 13,"Advanced mobile device featuring latest processor and camera system. Features water resistant, OLED display, fast charging, face recognition, wireless charging, 5G connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Oppo,"1024GB storage, 6GB RAM","water resistant, OLED display, fast charging, face recognition, wireless charging, 5G connectivity",3259.06,USD,4.6,453,In Stock,Silver,12,2025-06-13,"Oppo, OLED display, smartphones, 5G connectivity, wireless charging"
270,Apple MacBook 17,"Premium portable computer with exceptional performance and build quality. Features premium build quality, dedicated graphics, backlit keyboard, fast processor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Apple,"8GB RAM, 1024GB SSD, AMD processor","premium build quality, dedicated graphics, backlit keyboard, fast processor",1903.02,USD,4.1,1217,Out of Stock,White,12,2024-07-19,"laptops, Apple, fast processor, dedicated graphics, backlit keyboard"
271,JBL Studio 254,"Noise-cancelling headphones perfect for travel and focused listening. Features premium sound quality, multipoint connection, long battery life, noise cancellation, comfortable fit, touch controls. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,JBL,"53mm drivers, 50h battery life","premium sound quality, multipoint connection, long battery life, noise cancellation, comfortable fit, touch controls",230.19,USD,4.7,626,Limited Stock,Black,24,2023-12-04,"multipoint connection, headphones, touch controls, premium sound quality, comfortable fit"
272,OnePlus Standard 12 Max,"High-performance smartphone with exceptional battery life and display quality. Features premium build, fast charging, face recognition, OLED display, high refresh rate. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,OnePlus,"256GB storage, 12GB RAM","premium build, fast charging, face recognition, OLED display, high refresh rate",1079.42,USD,3.5,44,Limited Stock,Blue,24,2025-01-04,"OLED display, high refresh rate, OnePlus, face recognition, smartphones"
273,HP Inspiron 13,"High-performance notebook with advanced features and sleek design. Features high resolution display, fast processor, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,HP,"32GB RAM, 1024GB SSD, Intel processor","high resolution display, fast processor, fast charging",3009.03,USD,4.6,1232,In Stock,Silver,36,2023-09-02,"high resolution display, fast processor, fast charging, laptops, HP"
274,Sony Edge 11 Max,"Flagship smartphone with cutting-edge technology and premium design. Features fast charging, water resistant, premium build, high refresh rate, fingerprint sensor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Sony,"1024GB storage, 8GB RAM","fast charging, water resistant, premium build, high refresh rate, fingerprint sensor",3750.66,USD,3.8,50,In Stock,Red,12,2024-05-04,"high refresh rate, smartphones, fingerprint sensor, premium build, Sony"
275,AKG WH 987,"Professional-grade headphones for audiophiles and content creators. Features touch controls, multipoint connection, voice assistant, comfortable fit. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,AKG,"40mm drivers, 40h battery life","touch controls, multipoint connection, voice assistant, comfortable fit",420.67,USD,4.7,1390,Limited Stock,Blue,36,2023-12-21,"touch controls, multipoint connection, voice assistant, headphones, comfortable fit"
276,Huawei Max 10 Pro,"Advanced mobile device featuring latest processor and camera system. Features 5G connectivity, water resistant, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Huawei,"256GB storage, 6GB RAM","5G connectivity, water resistant, OLED display",893.87,USD,3.6,71,Out of Stock,Rose Gold,36,2025-01-07,"5G connectivity, OLED display, water resistant, smartphones, Huawei"
277,Audio-Technica DT 942,"High-fidelity audio experience with advanced driver technology. Features wireless connectivity, foldable design, multipoint connection, long battery life, voice assistant, comfortable fit. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Audio-Technica,"40mm drivers, 50h battery life","wireless connectivity, foldable design, multipoint connection, long battery life, voice assistant, comfortable fit",215.98,USD,4.1,1129,Limited Stock,Silver,24,2024-05-09,"voice assistant, Audio-Technica, long battery life, foldable design, wireless connectivity"
278,Acer Surface 13,"Versatile laptop perfect for business, gaming, and multimedia use. Features SSD storage, fast charging, premium build quality, long battery life, high resolution display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Acer,"16GB RAM, 512GB SSD, AMD processor","SSD storage, fast charging, premium build quality, long battery life, high resolution display",1884.89,USD,3.8,559,In Stock,Red,36,2024-04-12,"Acer, fast charging, long battery life, laptops, high resolution display"
279,Apple Lite 14 Max,"High-performance smartphone with exceptional battery life and display quality. Features high refresh rate, wireless charging, OLED display, premium build, fingerprint sensor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Apple,"128GB storage, 6GB RAM","high refresh rate, wireless charging, OLED display, premium build, fingerprint sensor",761.96,USD,4.0,240,In Stock,Red,12,2025-07-26,"wireless charging, fingerprint sensor, premium build, high refresh rate, smartphones"
280,HP Blade 13,"Powerful laptop designed for professional work and creative tasks. Features lightweight design, long battery life, touchscreen. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,HP,"8GB RAM, 512GB SSD, Intel processor","lightweight design, long battery life, touchscreen",1584.97,USD,4.8,1732,In Stock,Black,24,2025-03-28,"HP, lightweight design, touchscreen, laptops, long battery life"
281,Xiaomi Lite 14 Ultra,"Premium mobile phone with professional-grade camera and fast performance. Features premium build, water resistant, multiple cameras. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Xiaomi,"1024GB storage, 6GB RAM","premium build, water resistant, multiple cameras",3097.93,USD,4.8,286,Limited Stock,Silver,36,2023-10-29,"water resistant, Xiaomi, multiple cameras, smartphones, premium build"
282,Beats HD 852,"Professional-grade headphones for audiophiles and content creators. Features wireless connectivity, quick charge, multipoint connection, voice assistant, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Beats,"53mm drivers, 50h battery life","wireless connectivity, quick charge, multipoint connection, voice assistant, long battery life",271.1,USD,4.3,415,Limited Stock,Red,24,2024-08-19,"quick charge, long battery life, voice assistant, multipoint connection, wireless connectivity"
283,JBL ATH 556,"Noise-cancelling headphones perfect for travel and focused listening. Features comfortable fit, noise cancellation, multipoint connection. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,JBL,"40mm drivers, 40h battery life","comfortable fit, noise cancellation, multipoint connection",422.77,USD,4.2,1712,Out of Stock,Blue,24,2025-06-13,"headphones, JBL, noise cancellation, comfortable fit, multipoint connection"
284,Microsoft ZenBook 15,"Versatile laptop perfect for business, gaming, and multimedia use. Features dedicated graphics, fast processor, premium build quality, SSD storage, long battery life, backlit keyboard. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Microsoft,"8GB RAM, 1024GB SSD, AMD processor","dedicated graphics, fast processor, premium build quality, SSD storage, long battery life, backlit keyboard",1613.66,USD,4.3,1730,In Stock,Black,36,2025-06-10,"Microsoft, SSD storage, long battery life, premium build quality, laptops"
285,Shure DT 345,"Professional-grade headphones for audiophiles and content creators. Features wireless connectivity, quick charge, touch controls. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Shure,"50mm drivers, 40h battery life","wireless connectivity, quick charge, touch controls",352.28,USD,3.9,1271,Out of Stock,Blue,36,2025-02-12,"Shure, quick charge, wireless connectivity, headphones, touch controls"
286,Beyerdynamic WH 572,"Professional-grade headphones for audiophiles and content creators. Features long battery life, touch controls, quick charge, wireless connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Beyerdynamic,"40mm drivers, 40h battery life","long battery life, touch controls, quick charge, wireless connectivity",349.65,USD,4.4,312,Limited Stock,Rose Gold,36,2025-08-10,"long battery life, quick charge, Beyerdynamic, wireless connectivity, touch controls"
287,JBL WH 644,"Professional-grade headphones for audiophiles and content creators. Features voice assistant, touch controls, quick charge. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,JBL,"53mm drivers, 50h battery life","voice assistant, touch controls, quick charge",317.32,USD,3.8,1198,Limited Stock,Red,36,2024-07-18,"touch controls, quick charge, JBL, voice assistant, headphones"
288,Sony Live 288,"Professional-grade headphones for audiophiles and content creators. Features quick charge, touch controls, foldable design, noise cancellation, premium sound quality, voice assistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Sony,"45mm drivers, 50h battery life","quick charge, touch controls, foldable design, noise cancellation, premium sound quality, voice assistant",248.91,USD,4.3,466,Out of Stock,Blue,12,2024-08-26,"voice assistant, headphones, touch controls, quick charge, premium sound quality"
289,Sony Pro 15,"High-performance smartphone with exceptional battery life and display quality. Features 5G connectivity, fingerprint sensor, high refresh rate, premium build, face recognition. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Sony,"64GB storage, 6GB RAM","5G connectivity, fingerprint sensor, high refresh rate, premium build, face recognition",591.43,USD,4.2,336,In Stock,Black,12,2025-08-10,"face recognition, 5G connectivity, premium build, high refresh rate, fingerprint sensor"
290,Beyerdynamic ATH 698,"High-fidelity audio experience with advanced driver technology. Features wireless connectivity, noise cancellation, premium sound quality, voice assistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Beyerdynamic,"53mm drivers, 40h battery life","wireless connectivity, noise cancellation, premium sound quality, voice assistant",340.01,USD,4.4,1309,Limited Stock,Silver,12,2024-06-20,"noise cancellation, premium sound quality, Beyerdynamic, wireless connectivity, headphones"
291,Apple SRH 436,"High-fidelity audio experience with advanced driver technology. Features long battery life, noise cancellation, touch controls, comfortable fit, foldable design, voice assistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Apple,"53mm drivers, 30h battery life","long battery life, noise cancellation, touch controls, comfortable fit, foldable design, voice assistant",264.87,USD,4.6,1727,Limited Stock,Red,36,2024-01-17,"Apple, noise cancellation, long battery life, headphones, comfortable fit"
292,Razer ThinkPad 17,"Premium portable computer with exceptional performance and build quality. Features backlit keyboard, fast processor, SSD storage, fast charging, touchscreen. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Razer,"8GB RAM, 512GB SSD, AMD processor","backlit keyboard, fast processor, SSD storage, fast charging, touchscreen",1601.39,USD,3.9,1938,Out of Stock,Black,36,2024-11-19,"backlit keyboard, Razer, SSD storage, touchscreen, fast charging"
293,Alienware MacBook 13,"Premium portable computer with exceptional performance and build quality. Features high resolution display, SSD storage, long battery life, fast processor, fast charging, backlit keyboard. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Alienware,"8GB RAM, 256GB SSD, Intel processor","high resolution display, SSD storage, long battery life, fast processor, fast charging, backlit keyboard",1222.65,USD,4.9,1204,Out of Stock,Red,24,2025-03-16,"SSD storage, fast charging, high resolution display, fast processor, Alienware"
294,Sony Lite 15 Max,"Flagship smartphone with cutting-edge technology and premium design. Features high refresh rate, fast charging, premium build, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Sony,"256GB storage, 6GB RAM","high refresh rate, fast charging, premium build, OLED display",1289.81,USD,3.8,1622,Out of Stock,White,12,2023-09-23,"high refresh rate, premium build, fast charging, smartphones, OLED display"
295,Lenovo Inspiron 17,"Versatile laptop perfect for business, gaming, and multimedia use. Features high resolution display, SSD storage, backlit keyboard, lightweight design, fast processor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Lenovo,"32GB RAM, 256GB SSD, Apple processor","high resolution display, SSD storage, backlit keyboard, lightweight design, fast processor",2782.93,USD,4.6,426,Limited Stock,Silver,12,2025-07-25,"laptops, high resolution display, lightweight design, Lenovo, backlit keyboard"
296,Alienware ROG 17,"Versatile laptop perfect for business, gaming, and multimedia use. Features touchscreen, fast processor, lightweight design, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Alienware,"8GB RAM, 512GB SSD, AMD processor","touchscreen, fast processor, lightweight design, dedicated graphics",1390.04,USD,4.3,1493,Limited Stock,Gray,36,2023-08-30,"laptops, touchscreen, Alienware, lightweight design, dedicated graphics"
297,Nokia Edge 12,"High-performance smartphone with exceptional battery life and display quality. Features OLED display, wireless charging, high refresh rate. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Nokia,"128GB storage, 6GB RAM","OLED display, wireless charging, high refresh rate",907.9,USD,4.0,929,Out of Stock,Black,24,2024-05-10,"smartphones, OLED display, Nokia, wireless charging, high refresh rate"
298,Oppo Standard 10,"High-performance smartphone with exceptional battery life and display quality. Features face recognition, OLED display, water resistant, multiple cameras, wireless charging, 5G connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Oppo,"128GB storage, 12GB RAM","face recognition, OLED display, water resistant, multiple cameras, wireless charging, 5G connectivity",835.66,USD,4.0,1460,Out of Stock,Black,36,2025-02-22,"face recognition, 5G connectivity, water resistant, OLED display, smartphones"
299,Samsung Max 13,"Flagship smartphone with cutting-edge technology and premium design. Features multiple cameras, water resistant, high refresh rate, 5G connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Samsung,"1024GB storage, 12GB RAM","multiple cameras, water resistant, high refresh rate, 5G connectivity",3600.93,USD,4.0,357,Out of Stock,Silver,36,2023-10-20,"water resistant, high refresh rate, Samsung, smartphones, 5G connectivity"
300,Xiaomi Galaxy 12,"Flagship smartphone with cutting-edge technology and premium design. Features premium build, high refresh rate, water resistant, face recognition. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Xiaomi,"64GB storage, 8GB RAM","premium build, high refresh rate, water resistant, face recognition",475.67,USD,4.0,644,Out of Stock,Black,24,2023-09-15,"high refresh rate, Xiaomi, smartphones, face recognition, water resistant"
301,Bose DT 513,"Noise-cancelling headphones perfect for travel and focused listening. Features touch controls, noise cancellation, multipoint connection, premium sound quality, comfortable fit, voice assistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Bose,"53mm drivers, 50h battery life","touch controls, noise cancellation, multipoint connection, premium sound quality, comfortable fit, voice assistant",392.76,USD,4.8,1803,In Stock,Gray,36,2024-12-26,"comfortable fit, touch controls, noise cancellation, Bose, voice assistant"
302,Sony Studio 203,"Premium wireless headphones with superior sound quality and comfort. Features multipoint connection, comfortable fit, premium sound quality, quick charge, long battery life, touch controls. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Sony,"50mm drivers, 50h battery life","multipoint connection, comfortable fit, premium sound quality, quick charge, long battery life, touch controls",358.23,USD,4.3,473,In Stock,Silver,36,2024-03-24,"premium sound quality, headphones, quick charge, multipoint connection, long battery life"
303,Shure DT 665,"Professional-grade headphones for audiophiles and content creators. Features wireless connectivity, quick charge, long battery life, touch controls, premium sound quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Shure,"53mm drivers, 20h battery life","wireless connectivity, quick charge, long battery life, touch controls, premium sound quality",197.83,USD,4.3,1208,Out of Stock,White,24,2023-09-04,"quick charge, headphones, premium sound quality, touch controls, wireless connectivity"
304,Huawei Max 11 Pro,"Flagship smartphone with cutting-edge technology and premium design. Features face recognition, fast charging, wireless charging, premium build, high refresh rate. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Huawei,"1024GB storage, 12GB RAM","face recognition, fast charging, wireless charging, premium build, high refresh rate",4208.3,USD,4.1,1258,Limited Stock,Red,24,2025-07-14,"fast charging, face recognition, high refresh rate, wireless charging, premium build"
305,Oppo Lite 15 Ultra,"Flagship smartphone with cutting-edge technology and premium design. Features premium build, high refresh rate, 5G connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Oppo,"512GB storage, 8GB RAM","premium build, high refresh rate, 5G connectivity",1641.27,USD,4.9,1019,In Stock,Red,12,2024-07-13,"premium build, high refresh rate, smartphones, Oppo, 5G connectivity"
306,Xiaomi Max 13,"Flagship smartphone with cutting-edge technology and premium design. Features high refresh rate, multiple cameras, 5G connectivity, fingerprint sensor, face recognition. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Xiaomi,"512GB storage, 6GB RAM","high refresh rate, multiple cameras, 5G connectivity, fingerprint sensor, face recognition",2442.29,USD,4.8,1144,Out of Stock,Gray,12,2024-02-12,"smartphones, Xiaomi, face recognition, multiple cameras, high refresh rate"
307,Xiaomi Edge 11,"Premium mobile phone with professional-grade camera and fast performance. Features high refresh rate, water resistant, fast charging, fingerprint sensor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Xiaomi,"64GB storage, 12GB RAM","high refresh rate, water resistant, fast charging, fingerprint sensor",576.68,USD,5.0,1882,In Stock,Blue,24,2024-10-05,"fingerprint sensor, fast charging, smartphones, water resistant, high refresh rate"
308,OnePlus Ultra 10 Ultra,"Flagship smartphone with cutting-edge technology and premium design. Features multiple cameras, OLED display, fingerprint sensor, face recognition, 5G connectivity, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,OnePlus,"128GB storage, 8GB RAM","multiple cameras, OLED display, fingerprint sensor, face recognition, 5G connectivity, fast charging",827.85,USD,4.6,205,Limited Stock,Gray,12,2025-02-05,"fast charging, face recognition, multiple cameras, OnePlus, smartphones"
309,Oppo Edge 12,"High-performance smartphone with exceptional battery life and display quality. Features water resistant, fingerprint sensor, multiple cameras, OLED display, high refresh rate. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Oppo,"512GB storage, 12GB RAM","water resistant, fingerprint sensor, multiple cameras, OLED display, high refresh rate",2226.17,USD,4.0,1709,In Stock,Black,24,2024-08-21,"high refresh rate, OLED display, multiple cameras, water resistant, smartphones"
310,Samsung Edge 15 Pro,"Flagship smartphone with cutting-edge technology and premium design. Features multiple cameras, wireless charging, premium build. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Samsung,"256GB storage, 8GB RAM","multiple cameras, wireless charging, premium build",989.09,USD,4.8,625,Limited Stock,Red,24,2024-10-08,"wireless charging, Samsung, multiple cameras, premium build, smartphones"
311,AKG Live 186,"Professional-grade headphones for audiophiles and content creators. Features comfortable fit, premium sound quality, long battery life, touch controls, multipoint connection. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,AKG,"45mm drivers, 40h battery life","comfortable fit, premium sound quality, long battery life, touch controls, multipoint connection",487.97,USD,4.3,753,In Stock,Black,24,2024-02-13,"multipoint connection, comfortable fit, AKG, headphones, touch controls"
312,Motorola Mini 15 Max,"High-performance smartphone with exceptional battery life and display quality. Features multiple cameras, fast charging, face recognition, fingerprint sensor, water resistant, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Motorola,"128GB storage, 12GB RAM","multiple cameras, fast charging, face recognition, fingerprint sensor, water resistant, OLED display",604.1,USD,3.8,607,Out of Stock,Red,12,2024-07-17,"water resistant, OLED display, face recognition, fast charging, smartphones"
313,Google Ultra 10 Max,"Flagship smartphone with cutting-edge technology and premium design. Features 5G connectivity, face recognition, multiple cameras, premium build, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Google,"128GB storage, 12GB RAM","5G connectivity, face recognition, multiple cameras, premium build, OLED display",845.03,USD,4.1,406,In Stock,Rose Gold,24,2025-08-05,"OLED display, face recognition, 5G connectivity, multiple cameras, premium build"
314,Sony Plus 13,"Premium mobile phone with professional-grade camera and fast performance. Features fast charging, 5G connectivity, multiple cameras. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Sony,"128GB storage, 12GB RAM","fast charging, 5G connectivity, multiple cameras",786.66,USD,3.7,1058,In Stock,Rose Gold,36,2025-01-10,"fast charging, smartphones, multiple cameras, 5G connectivity, Sony"
315,Apple DT 645,"Premium wireless headphones with superior sound quality and comfort. Features premium sound quality, touch controls, comfortable fit. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Apple,"45mm drivers, 30h battery life","premium sound quality, touch controls, comfortable fit",354.21,USD,4.4,69,Limited Stock,Black,12,2025-02-08,"comfortable fit, Apple, touch controls, headphones, premium sound quality"
316,Beats AirPods 355,"Noise-cancelling headphones perfect for travel and focused listening. Features wireless connectivity, quick charge, voice assistant, premium sound quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Beats,"45mm drivers, 50h battery life","wireless connectivity, quick charge, voice assistant, premium sound quality",211.04,USD,3.6,1931,Out of Stock,Red,36,2025-05-04,"premium sound quality, Beats, voice assistant, headphones, wireless connectivity"
317,Alienware ZenBook 14,"High-performance notebook with advanced features and sleek design. Features backlit keyboard, dedicated graphics, lightweight design, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Alienware,"8GB RAM, 1024GB SSD, AMD processor","backlit keyboard, dedicated graphics, lightweight design, fast charging",1926.91,USD,5.0,1645,Limited Stock,Silver,36,2025-02-25,"Alienware, fast charging, lightweight design, dedicated graphics, laptops"
318,Motorola Note 15,"Flagship smartphone with cutting-edge technology and premium design. Features fingerprint sensor, premium build, wireless charging, fast charging, 5G connectivity, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Motorola,"512GB storage, 8GB RAM","fingerprint sensor, premium build, wireless charging, fast charging, 5G connectivity, OLED display",1717.57,USD,4.7,547,Out of Stock,Black,24,2024-11-05,"5G connectivity, fast charging, fingerprint sensor, OLED display, wireless charging"
319,Huawei Pro 10,"Premium mobile phone with professional-grade camera and fast performance. Features 5G connectivity, multiple cameras, water resistant, wireless charging, face recognition, high refresh rate. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Huawei,"1024GB storage, 8GB RAM","5G connectivity, multiple cameras, water resistant, wireless charging, face recognition, high refresh rate",2856.56,USD,5.0,1723,Out of Stock,Red,24,2024-06-27,"face recognition, smartphones, water resistant, wireless charging, 5G connectivity"
320,JBL HD 673,"Noise-cancelling headphones perfect for travel and focused listening. Features long battery life, voice assistant, premium sound quality, comfortable fit. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,JBL,"45mm drivers, 40h battery life","long battery life, voice assistant, premium sound quality, comfortable fit",380.63,USD,3.6,1903,In Stock,Red,36,2024-11-19,"voice assistant, comfortable fit, long battery life, premium sound quality, headphones"
