id,name,description,category,subcategory,item_type,brand,price,currency,sizes_available,colors_available,material,care_instructions,rating,review_count,availability,season,gender,age_group,style,tags,eco_friendly,made_in,release_date
972,Nike Modern Watches,Stylish watches with oversized design. Perfect for formal occasions. Made from high-quality polyester. Hand Wash Recommended.,Fashion,Accessories,watches,Nike,16.16,USD,"12, 7, 11","Beige, Navy, Brown, Pink, Blue",polyester,machine washable,3.4,388,In Stock,All Season,Women,Teen,Trendy,"watches, Nike, Casual, fashion",False,Italy,2024-11-22
973,Levi's Premium Shorts,Stylish shorts with relaxed fit design. Perfect for weekend outings. Made from high-quality cotton. Machine Washable.,Fashion,Clothing,shorts,Levi's,60.53,USD,"XL, L, S","Brown, Beige, Green, Red",silk,hand wash recommended,4.7,548,In Stock,All Season,Unisex,Adult,Trendy,"shorts, Levi's, Signature, fashion",False,USA,2025-07-09
974,Ralph Lauren Classic Jewelry,Stylish jewelry with regular fit design. Perfect for special events. Made from high-quality silk. Dry Clean Only.,Fashion,Accessories,jewelry,Ralph Lauren,97.31,USD,"8, 6, 12","White, Navy, Brown",denim,machine washable,3.1,1291,In Stock,Spring/Summer,Men,Adult,Classic,"jewelry, Ralph Lauren, Essential, fashion",False,Italy,2024-12-21
975,Nike Essential Heels,Stylish heels with oversized design. Perfect for formal occasions. Made from high-quality linen. Delicate Cycle.,Fashion,Shoes,heels,Nike,295.79,USD,"6, 7, 12, 5, 8, 9","Beige, Blue, Gray, Navy",polyester,hand wash recommended,3.8,1280,In Stock,All Season,Unisex,Adult,Classic,"heels, Nike, Classic, fashion",False,Turkey,2024-09-18
976,Tommy Hilfiger Modern Hats,Stylish hats with relaxed fit design. Perfect for special events. Made from high-quality polyester. Dry Clean Only.,Fashion,Accessories,hats,Tommy Hilfiger,117.73,USD,"5, 6, 10","Navy, Beige, Red",linen,hand wash recommended,3.5,1372,In Stock,Fall/Winter,Men,Teen,Classic,"hats, Tommy Hilfiger, Essential, fashion",False,USA,2024-10-31
977,Adidas Essential Loafers,Stylish loafers with tailored fit design. Perfect for business meetings. Made from high-quality polyester. Dry Clean Only.,Fashion,Shoes,loafers,Adidas,139.03,USD,"8, 6, 5, 7, 11","Navy, Pink, Black, Brown, Blue",leather,machine washable,3.1,802,Limited Stock,All Season,Women,Adult,Sporty,"loafers, Adidas, Urban, fashion",True,India,2025-01-07
978,Levi's Designer Loafers,Stylish loafers with regular fit design. Perfect for casual wear. Made from high-quality cotton. Dry Clean Only.,Fashion,Shoes,loafers,Levi's,124.56,USD,"12, 9, 5, 6, 11, 10","Pink, Black, Gray, Brown",leather,delicate cycle,4.6,147,In Stock,Fall/Winter,Men,Kids,Sporty,"loafers, Levi's, Essential, fashion",True,Turkey,2025-08-03
979,Calvin Klein Designer Boots,Stylish boots with relaxed fit design. Perfect for special events. Made from high-quality leather. Machine Washable.,Fashion,Shoes,boots,Calvin Klein,243.81,USD,"12, 9, 10, 5, 6","Red, Pink, Brown, White, Black",denim,dry clean only,3.7,1287,Limited Stock,Fall/Winter,Women,Adult,Formal,"boots, Calvin Klein, Classic, fashion",False,Italy,2025-05-01
980,Calvin Klein Signature Sandals,Stylish sandals with regular fit design. Perfect for weekend outings. Made from high-quality silk. Hand Wash Recommended.,Fashion,Shoes,sandals,Calvin Klein,260.6,USD,"5, 7, 11, 8, 12","White, Gray",leather,delicate cycle,4.7,1130,In Stock,All Season,Unisex,Adult,Casual,"sandals, Calvin Klein, Casual, fashion",False,Vietnam,2025-06-04
981,Zara Modern Flats,Stylish flats with relaxed fit design. Perfect for weekend outings. Made from high-quality linen. Delicate Cycle.,Fashion,Shoes,flats,Zara,49.35,USD,"7, 9, 11, 12, 5, 10","Pink, Black, Blue",wool,delicate cycle,4.8,851,Out of Stock,Spring/Summer,Women,Kids,Business,"flats, Zara, Premium, fashion",False,China,2025-06-20
982,Zara Signature Shirts,Stylish shirts with relaxed fit design. Perfect for business meetings. Made from high-quality cotton. Delicate Cycle.,Fashion,Clothing,shirts,Zara,109.47,USD,"XXL, L, M, XL","Pink, Gray, Beige, Black, Red",leather,hand wash recommended,3.6,1252,In Stock,Spring/Summer,Women,Kids,Trendy,"shirts, Zara, Modern, fashion",False,Italy,2025-02-10
983,Levi's Modern Shorts,Stylish shorts with slim fit design. Perfect for formal occasions. Made from high-quality leather. Dry Clean Only.,Fashion,Clothing,shorts,Levi's,173.35,USD,"XXL, XS, S, M","Gray, Black, Beige, Green",denim,dry clean only,3.1,1031,In Stock,Spring/Summer,Men,Adult,Sporty,"shorts, Levi's, Vintage, fashion",False,Vietnam,2025-01-03
984,Zara Designer Sweaters,Stylish sweaters with relaxed fit design. Perfect for casual wear. Made from high-quality leather. Dry Clean Only.,Fashion,Clothing,sweaters,Zara,218.96,USD,"XS, M, L, S, XL, XXL","Pink, Gray",denim,machine washable,4.8,400,In Stock,All Season,Men,Teen,Formal,"sweaters, Zara, Modern, fashion",False,Bangladesh,2025-01-06
985,H&M Vintage Blazers,Stylish blazers with slim fit design. Perfect for weekend outings. Made from high-quality polyester. Machine Washable.,Fashion,Clothing,blazers,H&M,167.49,USD,"M, XXL, S, L, XL","Brown, Red, Beige, Blue, Gray",synthetic blend,delicate cycle,4.3,995,Out of Stock,All Season,Men,Kids,Casual,"blazers, H&M, Premium, fashion",True,India,2024-11-14
986,Ralph Lauren Vintage Sneakers,Stylish sneakers with relaxed fit design. Perfect for casual wear. Made from high-quality polyester. Delicate Cycle.,Fashion,Shoes,sneakers,Ralph Lauren,118.86,USD,"10, 6, 9","White, Navy, Green, Red",synthetic blend,machine washable,3.3,270,Out of Stock,All Season,Women,Kids,Formal,"sneakers, Ralph Lauren, Classic, fashion",True,USA,2025-04-15
987,Levi's Essential Hats,Stylish hats with tailored fit design. Perfect for business meetings. Made from high-quality leather. Hand Wash Recommended.,Fashion,Accessories,hats,Levi's,110.23,USD,"10, 5, 12, 6, 11","Beige, Green, Black",polyester,hand wash recommended,3.1,827,Out of Stock,Fall/Winter,Men,Kids,Business,"hats, Levi's, Vintage, fashion",False,China,2025-06-05
988,Gap Casual Jewelry,Stylish jewelry with slim fit design. Perfect for special events. Made from high-quality denim. Machine Washable.,Fashion,Accessories,jewelry,Gap,119.96,USD,"6, 12, 7, 5","Blue, Red, Gray",cotton,dry clean only,4.0,178,In Stock,All Season,Women,Teen,Trendy,"jewelry, Gap, Premium, fashion",True,India,2025-02-19
989,Calvin Klein Premium Jackets,Stylish jackets with regular fit design. Perfect for business meetings. Made from high-quality wool. Hand Wash Recommended.,Fashion,Clothing,jackets,Calvin Klein,246.03,USD,"S, XS, XXL","White, Beige, Pink",silk,delicate cycle,3.1,955,Out of Stock,Fall/Winter,Men,Teen,Trendy,"jackets, Calvin Klein, Essential, fashion",False,Vietnam,2024-09-13
990,Levi's Modern Jackets,Stylish jackets with tailored fit design. Perfect for business meetings. Made from high-quality leather. Hand Wash Recommended.,Fashion,Clothing,jackets,Levi's,267.64,USD,"S, M, XS, XL, L, XXL","Brown, Blue, Gray, Green, Red",denim,hand wash recommended,3.9,970,Out of Stock,Spring/Summer,Unisex,Adult,Business,"jackets, Levi's, Formal, fashion",False,Italy,2024-09-27
991,Gap Designer Shirts,Stylish shirts with oversized design. Perfect for special events. Made from high-quality synthetic blend. Delicate Cycle.,Fashion,Clothing,shirts,Gap,88.87,USD,"XXL, XL, M","Red, Blue, Gray, White",wool,dry clean only,4.6,389,Limited Stock,Spring/Summer,Women,Adult,Formal,"shirts, Gap, Casual, fashion",True,Italy,2024-12-11
992,Zara Formal Sunglasses,Stylish sunglasses with tailored fit design. Perfect for formal occasions. Made from high-quality polyester. Dry Clean Only.,Fashion,Accessories,sunglasses,Zara,540.74,USD,"5, 6, 10, 8, 11, 9","Blue, Green",cotton,delicate cycle,4.2,95,Out of Stock,Spring/Summer,Unisex,Adult,Formal,"sunglasses, Zara, Classic, fashion",False,India,2025-03-14
993,Tommy Hilfiger Essential Dresses,Stylish dresses with relaxed fit design. Perfect for formal occasions. Made from high-quality cotton. Delicate Cycle.,Fashion,Clothing,dresses,Tommy Hilfiger,27.3,USD,"M, S, XL, L, XXL, XS","Blue, Brown, Gray, Black",silk,delicate cycle,3.6,610,In Stock,All Season,Unisex,Kids,Sporty,"dresses, Tommy Hilfiger, Modern, fashion",False,China,2025-01-26
994,Tommy Hilfiger Designer Belts,Stylish belts with oversized design. Perfect for formal occasions. Made from high-quality linen. Machine Washable.,Fashion,Accessories,belts,Tommy Hilfiger,500.54,USD,"12, 9, 11, 7","Beige, Navy, Gray",cotton,dry clean only,4.5,5,Out of Stock,All Season,Women,Adult,Formal,"belts, Tommy Hilfiger, Urban, fashion",True,Turkey,2025-03-28
995,Gap Formal Hats,Stylish hats with oversized design. Perfect for business meetings. Made from high-quality wool. Delicate Cycle.,Fashion,Accessories,hats,Gap,24.85,USD,"6, 7, 12, 5, 8","Black, Brown, Blue, Gray, Green",leather,delicate cycle,3.8,900,Limited Stock,Fall/Winter,Women,Kids,Classic,"hats, Gap, Signature, fashion",False,Italy,2024-10-08
996,Gap Casual Sunglasses,Stylish sunglasses with relaxed fit design. Perfect for weekend outings. Made from high-quality linen. Delicate Cycle.,Fashion,Accessories,sunglasses,Gap,334.83,USD,"10, 12, 9","Pink, Beige",wool,dry clean only,3.6,1466,Limited Stock,All Season,Women,Kids,Formal,"sunglasses, Gap, Vintage, fashion",False,India,2024-10-03
997,Ralph Lauren Essential Jackets,Stylish jackets with tailored fit design. Perfect for weekend outings. Made from high-quality silk. Dry Clean Only.,Fashion,Clothing,jackets,Ralph Lauren,153.93,USD,"XXL, S, L","Black, Green",wool,dry clean only,4.8,1141,Limited Stock,All Season,Women,Kids,Formal,"jackets, Ralph Lauren, Modern, fashion",True,Turkey,2025-06-28
998,Nike Designer Shorts,Stylish shorts with relaxed fit design. Perfect for casual wear. Made from high-quality leather. Delicate Cycle.,Fashion,Clothing,shorts,Nike,122.55,USD,"M, S, XS, XXL, XL","Pink, Beige",wool,hand wash recommended,4.9,756,Limited Stock,Fall/Winter,Women,Kids,Classic,"shorts, Nike, Premium, fashion",True,Bangladesh,2025-02-05
999,Adidas Essential Flats,Stylish flats with oversized design. Perfect for weekend outings. Made from high-quality wool. Hand Wash Recommended.,Fashion,Shoes,flats,Adidas,60.39,USD,"8, 10, 5","Green, White, Navy, Black",silk,delicate cycle,4.2,1007,Out of Stock,All Season,Men,Teen,Formal,"flats, Adidas, Classic, fashion",True,Bangladesh,2025-07-09
1000,Gap Urban Scarves,Stylish scarves with relaxed fit design. Perfect for weekend outings. Made from high-quality cotton. Dry Clean Only.,Fashion,Accessories,scarves,Gap,377.61,USD,"10, 9, 6","Gray, Pink, Navy, Green",linen,hand wash recommended,3.1,211,Out of Stock,Spring/Summer,Women,Teen,Trendy,"scarves, Gap, Classic, fashion",False,Italy,2024-11-21
1001,Uniqlo Vintage Jeans,Stylish jeans with regular fit design. Perfect for weekend outings. Made from high-quality silk. Delicate Cycle.,Fashion,Clothing,jeans,Uniqlo,25.57,USD,"S, L, XL, XS, M, XXL","Brown, Gray, Red",denim,dry clean only,3.2,1219,Out of Stock,Fall/Winter,Men,Teen,Trendy,"jeans, Uniqlo, Essential, fashion",False,Turkey,2025-06-27
1002,Zara Designer Sunglasses,Stylish sunglasses with regular fit design. Perfect for weekend outings. Made from high-quality wool. Dry Clean Only.,Fashion,Accessories,sunglasses,Zara,453.63,USD,"11, 12, 7, 9, 6, 8","Green, Red, Gray, Brown",linen,delicate cycle,4.3,1206,Out of Stock,All Season,Women,Teen,Casual,"sunglasses, Zara, Signature, fashion",False,Italy,2024-10-10
1003,Nike Modern Flats,Stylish flats with relaxed fit design. Perfect for casual wear. Made from high-quality wool. Machine Washable.,Fashion,Shoes,flats,Nike,328.96,USD,"8, 5, 11, 6, 12, 7","Blue, Green",polyester,delicate cycle,4.0,57,Limited Stock,Fall/Winter,Women,Teen,Business,"flats, Nike, Essential, fashion",True,USA,2024-12-16
1004,Adidas Premium Scarves,Stylish scarves with oversized design. Perfect for formal occasions. Made from high-quality polyester. Machine Washable.,Fashion,Accessories,scarves,Adidas,401.06,USD,"10, 11, 7","White, Green, Navy, Pink, Beige",synthetic blend,delicate cycle,3.9,1288,Limited Stock,All Season,Women,Kids,Trendy,"scarves, Adidas, Designer, fashion",True,India,2024-11-06
1005,Tommy Hilfiger Vintage Boots,Stylish boots with tailored fit design. Perfect for weekend outings. Made from high-quality polyester. Machine Washable.,Fashion,Shoes,boots,Tommy Hilfiger,266.82,USD,"5, 10, 8, 6, 9","Red, Brown, Pink",silk,dry clean only,3.2,1314,Out of Stock,Fall/Winter,Women,Adult,Trendy,"boots, Tommy Hilfiger, Modern, fashion",False,USA,2024-12-27
1006,Tommy Hilfiger Urban Sandals,Stylish sandals with tailored fit design. Perfect for weekend outings. Made from high-quality silk. Machine Washable.,Fashion,Shoes,sandals,Tommy Hilfiger,376.37,USD,"8, 11, 7, 5","Beige, Pink, Brown, Blue",leather,hand wash recommended,4.4,1336,Limited Stock,All Season,Unisex,Kids,Formal,"sandals, Tommy Hilfiger, Premium, fashion",True,Italy,2025-03-03
1007,Ralph Lauren Premium Skirts,Stylish skirts with slim fit design. Perfect for business meetings. Made from high-quality cotton. Delicate Cycle.,Fashion,Clothing,skirts,Ralph Lauren,255.63,USD,"XL, XS, XXL, L, S, M","Black, Navy",polyester,dry clean only,4.2,88,Limited Stock,Spring/Summer,Women,Teen,Trendy,"skirts, Ralph Lauren, Essential, fashion",False,USA,2025-01-07
1008,Tommy Hilfiger Premium Dresses,Stylish dresses with oversized design. Perfect for business meetings. Made from high-quality cotton. Machine Washable.,Fashion,Clothing,dresses,Tommy Hilfiger,294.4,USD,"XXL, S, L, XS, M","Brown, Blue, Black",leather,dry clean only,3.1,659,Limited Stock,Spring/Summer,Unisex,Kids,Business,"dresses, Tommy Hilfiger, Classic, fashion",True,Bangladesh,2025-07-27
1009,Calvin Klein Formal Jewelry,Stylish jewelry with regular fit design. Perfect for special events. Made from high-quality polyester. Machine Washable.,Fashion,Accessories,jewelry,Calvin Klein,26.11,USD,"9, 5, 7, 12, 10, 8","White, Red, Gray, Beige, Blue",leather,dry clean only,3.4,610,Limited Stock,Spring/Summer,Men,Adult,Casual,"jewelry, Calvin Klein, Urban, fashion",False,Bangladesh,2025-05-26
1010,Nike Vintage Heels,Stylish heels with tailored fit design. Perfect for casual wear. Made from high-quality cotton. Dry Clean Only.,Fashion,Shoes,heels,Nike,69.86,USD,"10, 5, 8","Brown, Blue, Pink, Red",polyester,dry clean only,4.9,699,Out of Stock,All Season,Women,Adult,Casual,"heels, Nike, Formal, fashion",False,Bangladesh,2024-11-20
1011,Calvin Klein Formal Shirts,Stylish shirts with tailored fit design. Perfect for business meetings. Made from high-quality polyester. Delicate Cycle.,Fashion,Clothing,shirts,Calvin Klein,61.3,USD,"L, XS, XL, XXL, S","Blue, Navy, Pink, Red",leather,delicate cycle,3.1,1115,Limited Stock,All Season,Unisex,Teen,Sporty,"shirts, Calvin Klein, Urban, fashion",False,China,2025-06-16
1012,Levi's Classic Bags,Stylish bags with relaxed fit design. Perfect for weekend outings. Made from high-quality silk. Hand Wash Recommended.,Fashion,Accessories,bags,Levi's,172.07,USD,"6, 8, 11, 5, 10, 9","Gray, Black, White, Red, Blue",linen,hand wash recommended,4.6,380,Out of Stock,All Season,Unisex,Adult,Business,"bags, Levi's, Urban, fashion",True,India,2024-09-01
1013,Ralph Lauren Modern Shirts,Stylish shirts with relaxed fit design. Perfect for casual wear. Made from high-quality cotton. Dry Clean Only.,Fashion,Clothing,shirts,Ralph Lauren,172.61,USD,"M, XXL, XL, XS, S, L","Green, Navy",leather,delicate cycle,3.3,821,Limited Stock,All Season,Men,Teen,Classic,"shirts, Ralph Lauren, Designer, fashion",True,Vietnam,2025-08-12
1014,Ralph Lauren Urban Flats,Stylish flats with tailored fit design. Perfect for business meetings. Made from high-quality polyester. Machine Washable.,Fashion,Shoes,flats,Ralph Lauren,287.62,USD,"12, 10, 11","Green, White",linen,delicate cycle,4.1,256,In Stock,Fall/Winter,Unisex,Adult,Classic,"flats, Ralph Lauren, Modern, fashion",False,China,2024-12-11
1015,Zara Signature Watches,Stylish watches with slim fit design. Perfect for business meetings. Made from high-quality cotton. Machine Washable.,Fashion,Accessories,watches,Zara,274.03,USD,"6, 8, 9","Black, Green, White, Gray",wool,hand wash recommended,4.0,730,Limited Stock,All Season,Women,Teen,Business,"watches, Zara, Premium, fashion",False,Turkey,2024-10-24
1016,Gap Casual Hats,Stylish hats with regular fit design. Perfect for business meetings. Made from high-quality silk. Delicate Cycle.,Fashion,Accessories,hats,Gap,433.46,USD,"6, 9, 12, 10, 7, 5","White, Gray, Navy, Pink",silk,hand wash recommended,4.4,1277,Out of Stock,Fall/Winter,Men,Adult,Business,"hats, Gap, Urban, fashion",True,Bangladesh,2024-08-24
1017,Levi's Formal Loafers,Stylish loafers with tailored fit design. Perfect for casual wear. Made from high-quality polyester. Machine Washable.,Fashion,Shoes,loafers,Levi's,372.77,USD,"5, 10, 12","Blue, Gray, Brown, Black, Beige",linen,dry clean only,4.0,1494,Limited Stock,Spring/Summer,Women,Kids,Trendy,"loafers, Levi's, Premium, fashion",True,India,2025-08-09
1018,Tommy Hilfiger Casual Blazers,Stylish blazers with regular fit design. Perfect for special events. Made from high-quality polyester. Delicate Cycle.,Fashion,Clothing,blazers,Tommy Hilfiger,118.01,USD,"XXL, XL, XS, M, S","Blue, Navy, Pink",synthetic blend,delicate cycle,3.9,111,In Stock,Fall/Winter,Unisex,Teen,Formal,"blazers, Tommy Hilfiger, Modern, fashion",False,Vietnam,2024-09-10
1019,Zara Signature Watches,Stylish watches with tailored fit design. Perfect for formal occasions. Made from high-quality wool. Hand Wash Recommended.,Fashion,Accessories,watches,Zara,251.8,USD,"10, 6, 5, 9, 7","Red, Beige, White, Green, Pink",denim,delicate cycle,3.7,230,Limited Stock,Spring/Summer,Women,Adult,Trendy,"watches, Zara, Modern, fashion",False,India,2025-03-21
1020,Uniqlo Formal Hats,Stylish hats with oversized design. Perfect for casual wear. Made from high-quality denim. Delicate Cycle.,Fashion,Accessories,hats,Uniqlo,304.88,USD,"10, 6, 8","Brown, Black",silk,machine washable,3.5,1131,Limited Stock,Spring/Summer,Unisex,Teen,Classic,"hats, Uniqlo, Modern, fashion",False,USA,2025-03-10
1021,Adidas Signature Scarves,Stylish scarves with slim fit design. Perfect for business meetings. Made from high-quality wool. Dry Clean Only.,Fashion,Accessories,scarves,Adidas,233.33,USD,"6, 7, 10, 8","White, Black, Gray, Beige, Pink",silk,dry clean only,3.8,364,In Stock,Spring/Summer,Men,Adult,Business,"scarves, Adidas, Premium, fashion",True,India,2024-12-03
1022,Gap Essential Dresses,Stylish dresses with regular fit design. Perfect for special events. Made from high-quality synthetic blend. Hand Wash Recommended.,Fashion,Clothing,dresses,Gap,250.17,USD,"S, XS, L, M","Pink, Blue, Gray, Navy, Brown",wool,dry clean only,3.3,630,Limited Stock,Fall/Winter,Men,Adult,Classic,"dresses, Gap, Signature, fashion",False,USA,2025-02-04
1023,Adidas Classic Jeans,Stylish jeans with slim fit design. Perfect for formal occasions. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Clothing,jeans,Adidas,142.51,USD,"XS, L, XXL, M, S, XL","White, Blue",silk,delicate cycle,3.2,345,In Stock,All Season,Women,Teen,Trendy,"jeans, Adidas, Vintage, fashion",False,China,2025-04-17
1024,Calvin Klein Essential Hats,Stylish hats with regular fit design. Perfect for business meetings. Made from high-quality cotton. Machine Washable.,Fashion,Accessories,hats,Calvin Klein,222.14,USD,"11, 6, 7, 8, 10","Beige, Gray, Navy",wool,machine washable,3.3,362,Limited Stock,Spring/Summer,Men,Teen,Sporty,"hats, Calvin Klein, Designer, fashion",False,Bangladesh,2025-05-11
1025,Levi's Classic Shorts,Stylish shorts with oversized design. Perfect for casual wear. Made from high-quality linen. Delicate Cycle.,Fashion,Clothing,shorts,Levi's,34.72,USD,"S, M, L","Black, Gray, Pink, Navy",leather,dry clean only,4.1,903,In Stock,All Season,Men,Adult,Sporty,"shorts, Levi's, Designer, fashion",True,China,2025-03-31
1026,Zara Designer Belts,Stylish belts with slim fit design. Perfect for weekend outings. Made from high-quality linen. Hand Wash Recommended.,Fashion,Accessories,belts,Zara,452.57,USD,"9, 7, 5, 6, 10","Beige, Pink, Gray, Blue, Brown",linen,dry clean only,4.5,33,Limited Stock,Fall/Winter,Unisex,Adult,Business,"belts, Zara, Essential, fashion",False,USA,2025-05-22
1027,H&M Urban Belts,Stylish belts with relaxed fit design. Perfect for casual wear. Made from high-quality silk. Dry Clean Only.,Fashion,Accessories,belts,H&M,458.85,USD,"5, 9, 6, 10","Gray, Blue",synthetic blend,machine washable,3.9,737,Limited Stock,All Season,Women,Kids,Trendy,"belts, H&M, Formal, fashion",True,Vietnam,2025-02-23
1028,Tommy Hilfiger Vintage Sweaters,Stylish sweaters with regular fit design. Perfect for casual wear. Made from high-quality denim. Delicate Cycle.,Fashion,Clothing,sweaters,Tommy Hilfiger,157.5,USD,"XXL, XS, XL, S","Navy, Beige",synthetic blend,machine washable,4.8,1101,Limited Stock,All Season,Men,Teen,Business,"sweaters, Tommy Hilfiger, Vintage, fashion",False,Italy,2025-06-30
1029,H&M Modern Sandals,Stylish sandals with regular fit design. Perfect for business meetings. Made from high-quality denim. Hand Wash Recommended.,Fashion,Shoes,sandals,H&M,49.66,USD,"12, 6, 5, 8, 7","Green, Pink",synthetic blend,dry clean only,4.5,930,In Stock,All Season,Unisex,Kids,Business,"sandals, H&M, Premium, fashion",False,Bangladesh,2025-06-04
1030,Calvin Klein Designer Dresses,Stylish dresses with regular fit design. Perfect for special events. Made from high-quality wool. Hand Wash Recommended.,Fashion,Clothing,dresses,Calvin Klein,259.58,USD,"XS, L, S, XXL, XL","Blue, Brown, Beige, Gray",leather,delicate cycle,4.4,565,In Stock,Spring/Summer,Women,Teen,Sporty,"dresses, Calvin Klein, Formal, fashion",True,India,2025-07-21
1031,Tommy Hilfiger Designer Boots,Stylish boots with regular fit design. Perfect for special events. Made from high-quality synthetic blend. Hand Wash Recommended.,Fashion,Shoes,boots,Tommy Hilfiger,312.67,USD,"6, 10, 11","Beige, Green, Red",leather,machine washable,3.2,990,In Stock,Spring/Summer,Men,Teen,Business,"boots, Tommy Hilfiger, Casual, fashion",True,Turkey,2025-05-07
1032,Ralph Lauren Essential Sneakers,Stylish sneakers with slim fit design. Perfect for special events. Made from high-quality denim. Machine Washable.,Fashion,Shoes,sneakers,Ralph Lauren,105.6,USD,"6, 8, 9, 12, 7","Pink, Red, Green, Beige",linen,machine washable,5.0,792,In Stock,All Season,Unisex,Adult,Classic,"sneakers, Ralph Lauren, Vintage, fashion",False,Bangladesh,2024-09-18
1033,Calvin Klein Vintage Scarves,Stylish scarves with slim fit design. Perfect for formal occasions. Made from high-quality polyester. Hand Wash Recommended.,Fashion,Accessories,scarves,Calvin Klein,562.22,USD,"7, 8, 11, 10, 5, 12","Blue, Beige, White, Navy",leather,delicate cycle,4.0,565,Out of Stock,Fall/Winter,Men,Adult,Business,"scarves, Calvin Klein, Essential, fashion",False,Turkey,2025-07-29
1034,Calvin Klein Essential Watches,Stylish watches with oversized design. Perfect for business meetings. Made from high-quality leather. Machine Washable.,Fashion,Accessories,watches,Calvin Klein,252.59,USD,"5, 9, 8, 11, 10","Brown, Green, Black, Beige",silk,hand wash recommended,4.1,847,Limited Stock,Fall/Winter,Unisex,Adult,Sporty,"watches, Calvin Klein, Premium, fashion",True,Bangladesh,2025-03-07
1035,Nike Modern Sweaters,Stylish sweaters with slim fit design. Perfect for formal occasions. Made from high-quality polyester. Hand Wash Recommended.,Fashion,Clothing,sweaters,Nike,111.48,USD,"XL, S, L, XXL, M, XS","Red, Green",wool,hand wash recommended,3.8,1221,Out of Stock,Spring/Summer,Women,Adult,Business,"sweaters, Nike, Essential, fashion",True,USA,2024-09-01
1036,Ralph Lauren Premium Shorts,Stylish shorts with relaxed fit design. Perfect for casual wear. Made from high-quality leather. Delicate Cycle.,Fashion,Clothing,shorts,Ralph Lauren,68.65,USD,"XXL, L, M, XL, XS, S","Brown, Green, Gray, Black, Navy",silk,machine washable,4.8,361,Out of Stock,All Season,Women,Kids,Formal,"shorts, Ralph Lauren, Urban, fashion",True,Vietnam,2025-06-15
1037,Ralph Lauren Classic Heels,Stylish heels with slim fit design. Perfect for special events. Made from high-quality leather. Hand Wash Recommended.,Fashion,Shoes,heels,Ralph Lauren,56.62,USD,"9, 6, 12, 7","Red, Black, Pink",linen,dry clean only,4.6,550,Limited Stock,All Season,Men,Teen,Business,"heels, Ralph Lauren, Essential, fashion",True,Italy,2024-10-08
1038,Uniqlo Modern Sunglasses,Stylish sunglasses with oversized design. Perfect for special events. Made from high-quality leather. Dry Clean Only.,Fashion,Accessories,sunglasses,Uniqlo,550.15,USD,"9, 6, 12","Pink, Red, White",denim,delicate cycle,3.6,736,In Stock,All Season,Men,Teen,Formal,"sunglasses, Uniqlo, Urban, fashion",False,Vietnam,2024-11-06
1039,H&M Modern Belts,Stylish belts with tailored fit design. Perfect for formal occasions. Made from high-quality denim. Hand Wash Recommended.,Fashion,Accessories,belts,H&M,527.91,USD,"7, 9, 10, 12, 8","Blue, Navy, White, Brown, Beige",wool,delicate cycle,4.0,35,Out of Stock,All Season,Men,Adult,Casual,"belts, H&M, Premium, fashion",False,India,2025-03-23
1040,Ralph Lauren Modern Sweaters,Stylish sweaters with relaxed fit design. Perfect for business meetings. Made from high-quality denim. Machine Washable.,Fashion,Clothing,sweaters,Ralph Lauren,30.33,USD,"L, XXL, M, XL, S, XS","Pink, Blue, Red, Green, White",leather,delicate cycle,3.8,1456,In Stock,Spring/Summer,Men,Teen,Formal,"sweaters, Ralph Lauren, Modern, fashion",True,Turkey,2025-07-31
1041,Ralph Lauren Vintage Belts,Stylish belts with relaxed fit design. Perfect for special events. Made from high-quality polyester. Dry Clean Only.,Fashion,Accessories,belts,Ralph Lauren,374.86,USD,"12, 6, 8, 11, 5","Red, Pink, Blue, Black, Beige",synthetic blend,delicate cycle,3.9,977,In Stock,Fall/Winter,Women,Kids,Sporty,"belts, Ralph Lauren, Signature, fashion",False,China,2025-08-03
1042,Tommy Hilfiger Designer Athletic Shoes,Stylish athletic shoes with regular fit design. Perfect for business meetings. Made from high-quality wool. Dry Clean Only.,Fashion,Shoes,athletic shoes,Tommy Hilfiger,83.72,USD,"11, 5, 8, 10","White, Red, Navy, Green",linen,dry clean only,4.5,845,Out of Stock,Fall/Winter,Women,Kids,Casual,"athletic shoes, Tommy Hilfiger, Classic, fashion",True,Turkey,2024-10-23
1043,Calvin Klein Essential Sunglasses,Stylish sunglasses with regular fit design. Perfect for special events. Made from high-quality linen. Delicate Cycle.,Fashion,Accessories,sunglasses,Calvin Klein,43.65,USD,"5, 10, 12, 6, 7","Black, Green",leather,hand wash recommended,3.7,1140,In Stock,Spring/Summer,Women,Kids,Casual,"sunglasses, Calvin Klein, Urban, fashion",False,India,2024-10-06
1044,H&M Urban Boots,Stylish boots with regular fit design. Perfect for special events. Made from high-quality silk. Dry Clean Only.,Fashion,Shoes,boots,H&M,149.63,USD,"10, 12, 5, 11, 8","Green, Red, Brown, Black, White",denim,machine washable,3.6,180,Limited Stock,Fall/Winter,Unisex,Teen,Sporty,"boots, H&M, Modern, fashion",True,Bangladesh,2025-05-04
