id,name,description,category,subcategory,brand,price,currency,rating,review_count,availability,features,tags,color,weight_kg,dimensions_cm,material,country_origin,warranty_months,eco_friendly,release_date,sku
585,ASUS MacBook 867,"Versatile laptop perfect for business, gaming, and multimedia use. Featuring long battery life, dedicated graphics, high resolution display. ",Electronics,Laptops,ASUS,2277.2,USD,3.9,1137,In Stock,"long battery life, dedicated graphics, high resolution display, premium build quality","dedicated graphics, long battery life, ASUS, premium build quality, high resolution display",Red,22.14,82x115x87,Metal,South Korea,24,True,2023-06-10,ASU-LAP-000585
586,ASUS Blade 489,"Powerful laptop designed for professional work and creative tasks. Featuring long battery life, fast charging, SSD storage. ",Electronics,Laptops,ASUS,2634.94,USD,2.8,3739,In Stock,"long battery life, fast charging, SSD storage, lightweight design, touchscreen","long battery life, lightweight design, SSD storage, fast charging, touchscreen, ASUS",Pink,2.58,16x23x40,Metal,China,36,True,2023-10-15,ASU-LAP-000586
587,Apple Standard 603,"High-performance smartphone with exceptional battery life and display quality. Featuring premium build, multiple cameras, face recognition. ",Electronics,Smartphones,Apple,604.03,USD,3.5,4080,In Stock,"premium build, multiple cameras, face recognition, water resistant","premium build, water resistant, Apple, face recognition, multiple cameras",Black,13.09,52x5x76,Leather,China,36,True,2022-11-10,APP-SMA-000587
588,West Elm Luxury storage,"Premium home accessory crafted with attention to detail and quality. Featuring space-saving, stylish appearance, premium quality. Dimensions: 54x148x52cm. Crafted from glass.",Home & Garden,Home Decor,West Elm,188.78,USD,4.4,1635,In Stock,"space-saving, stylish appearance, premium quality, affordable pricing, easy assembly","affordable pricing, easy assembly, premium quality, West Elm, stylish appearance, space-saving",Black,7.22,144x98x50,Wood,South Korea,12,True,2024-04-29,WES-HOM-000588
589,Beats AirPods 861,"High-fidelity audio experience with advanced driver technology. Featuring comfortable fit, long battery life, noise cancellation. ",Electronics,Headphones,Beats,406.88,USD,2.6,2398,In Stock,"comfortable fit, long battery life, noise cancellation, quick charge","Beats, quick charge, long battery life, noise cancellation, comfortable fit",Gray,17.35,100x121x12,Leather,Japan,12,True,2023-07-09,BEA-HEA-000589
590,Sennheiser Studio 964,"Premium wireless headphones with superior sound quality and comfort. Featuring touch controls, foldable design, long battery life. ",Electronics,Headphones,Sennheiser,469.04,USD,4.2,1603,In Stock,"touch controls, foldable design, long battery life, quick charge, multipoint connection","foldable design, quick charge, touch controls, Sennheiser, multipoint connection, long battery life",Brown,20.8,49x141x73,Leather,China,24,False,2022-10-13,SEN-HEA-000590
591,MSI Inspiron 630,"High-performance notebook with advanced features and sleek design. Featuring long battery life, fast charging. ",Electronics,Laptops,MSI,659.23,USD,2.8,2933,In Stock,"long battery life, fast charging","MSI, long battery life, fast charging",Pink,12.64,63x24x78,Plastic,Vietnam,36,False,2023-09-29,MSI-LAP-000591
592,Lenovo ThinkPad 954,"High-performance notebook with advanced features and sleek design. Featuring touchscreen, dedicated graphics, backlit keyboard. ",Electronics,Laptops,Lenovo,2451.24,USD,2.9,2287,In Stock,"touchscreen, dedicated graphics, backlit keyboard, lightweight design","Lenovo, lightweight design, touchscreen, dedicated graphics, backlit keyboard",White,1.1,123x134x44,Rubber,Taiwan,60,False,2024-07-10,LEN-LAP-000592
593,Nokia Pro 276,"High-performance smartphone with exceptional battery life and display quality. Featuring face recognition, wireless charging. ",Electronics,Smartphones,Nokia,1119.59,USD,4.5,2501,In Stock,"face recognition, wireless charging","Nokia, face recognition, wireless charging",Gray,18.18,44x38x96,Metal,Vietnam,60,False,2025-06-14,NOK-SMA-000593
594,Apple Live 615,"Professional-grade headphones for audiophiles and content creators. Featuring foldable design, touch controls, multipoint connection. ",Electronics,Headphones,Apple,41.19,USD,2.9,2440,In Stock,"foldable design, touch controls, multipoint connection","foldable design, touch controls, Apple, multipoint connection",Gray,24.19,55x110x6,Glass,China,6,True,2023-05-25,APP-HEA-000594
595,Motorola Standard 248,"Premium mobile phone with professional-grade camera and fast performance. Featuring multiple cameras, fast charging, fingerprint sensor. ",Electronics,Smartphones,Motorola,858.21,USD,4.0,1913,In Stock,"multiple cameras, fast charging, fingerprint sensor, water resistant, 5G connectivity","fingerprint sensor, water resistant, Motorola, 5G connectivity, fast charging, multiple cameras",Red,0.25,77x27x5,Wood,Japan,60,False,2024-06-20,MOT-SMA-000595
596,CB2 Essential kitchen,"Premium home accessory crafted with attention to detail and quality. Featuring premium quality, stylish appearance. Dimensions: 145x68x81cm. Crafted from ceramic.",Home & Garden,Home Decor,CB2,127.81,USD,4.0,2771,Limited Stock,"premium quality, stylish appearance","premium quality, stylish appearance, CB2",Brown,20.39,95x8x67,Leather,USA,24,False,2024-04-15,CB2-HOM-000596
597,IKEA Classic kitchen,"Modern home furnishing that combines style and functionality. Featuring premium quality, functional design, easy assembly. Dimensions: 18x189x90cm. Crafted from fabric.",Home & Garden,Home Decor,IKEA,218.76,USD,2.9,4640,Out of Stock,"premium quality, functional design, easy assembly","functional design, IKEA, easy assembly, premium quality",Blue,23.56,74x78x5,Rubber,China,12,True,2023-09-18,IKE-HOM-000597
598,Beats WH 537,"Noise-cancelling headphones perfect for travel and focused listening. Featuring comfortable fit, noise cancellation, multipoint connection. ",Electronics,Headphones,Beats,525.23,USD,4.8,320,In Stock,"comfortable fit, noise cancellation, multipoint connection, foldable design","multipoint connection, noise cancellation, Beats, foldable design, comfortable fit",White,12.17,110x131x16,Rubber,India,24,False,2025-08-04,BEA-HEA-000598
599,Crate & Barrel Luxury lighting,"Designer piece that adds elegance and character to any space. Featuring space-saving, functional design. Dimensions: 190x23x82cm. Crafted from glass.",Home & Garden,Home Decor,Crate & Barrel,74.27,USD,2.9,3954,In Stock,"space-saving, functional design","space-saving, Crate & Barrel, functional design",Red,12.51,110x128x49,Metal,USA,12,False,2024-06-16,CRA-HOM-000599
600,Apple SRH 901,"Premium wireless headphones with superior sound quality and comfort. Featuring long battery life, premium sound quality, multipoint connection. ",Electronics,Headphones,Apple,40.33,USD,3.7,4741,In Stock,"long battery life, premium sound quality, multipoint connection","multipoint connection, long battery life, Apple, premium sound quality",Pink,11.5,81x105x81,Fabric,South Korea,36,False,2025-08-05,APP-HEA-000600
601,IKEA Luxury kitchen,"Practical home solution with contemporary aesthetic appeal. Featuring versatile use, easy assembly, premium quality. Dimensions: 83x116x78cm. Crafted from wood.",Home & Garden,Home Decor,IKEA,63.12,USD,3.1,4889,In Stock,"versatile use, easy assembly, premium quality","premium quality, easy assembly, versatile use, IKEA",Red,22.45,26x78x100,Plastic,USA,12,True,2023-07-13,IKE-HOM-000601
602,Adidas Essential casual wear,"Contemporary design with classic appeal for modern lifestyle. Featuring stylish design, all-season wear, durable construction. Made from high-quality polyester. Available in sizes S-M-XL.",Fashion,Clothing,Adidas,295.02,USD,3.9,4100,In Stock,"stylish design, all-season wear, durable construction, premium materials, comfortable fit","Adidas, comfortable fit, durable construction, premium materials, stylish design, all-season wear",Blue,15.51,110x36x89,Ceramic,China,12,False,2025-03-14,ADI-CLO-000602
603,Bose QuietComfort 827,"Noise-cancelling headphones perfect for travel and focused listening. Featuring multipoint connection, voice assistant, wireless connectivity. ",Electronics,Headphones,Bose,148.69,USD,4.1,2896,Pre-order,"multipoint connection, voice assistant, wireless connectivity, foldable design","multipoint connection, wireless connectivity, Bose, voice assistant, foldable design",Purple,14.44,53x148x22,Fabric,Vietnam,12,True,2024-10-03,BOS-HEA-000603
604,Calvin Klein Classic dresses,"Premium fashion item with attention to detail and quality craftsmanship. Featuring modern design, comfortable fit, all-season wear. Made from high-quality linen. Available in sizes L-XS-S.",Fashion,Clothing,Calvin Klein,260.75,USD,3.2,1862,In Stock,"modern design, comfortable fit, all-season wear","comfortable fit, all-season wear, Calvin Klein, modern design",Red,8.92,129x36x31,Leather,China,12,True,2023-08-17,CAL-CLO-000604
605,Levi's Essential casual wear,"Premium fashion item with attention to detail and quality craftsmanship. Featuring durable construction, easy care, classic style. Made from high-quality polyester. Available in sizes XS-XXL-XL.",Fashion,Clothing,Levi's,270.33,USD,3.6,154,In Stock,"durable construction, easy care, classic style, modern design, comfortable fit","easy care, modern design, comfortable fit, Levi's, classic style, durable construction",Pink,18.19,99x18x3,Fabric,India,36,True,2022-09-20,LEV-CLO-000605
606,Shure WH 733,"Professional-grade headphones for audiophiles and content creators. Featuring long battery life, foldable design, wireless connectivity. ",Electronics,Headphones,Shure,37.1,USD,4.6,3494,In Stock,"long battery life, foldable design, wireless connectivity, noise cancellation, quick charge","foldable design, long battery life, noise cancellation, Shure, quick charge, wireless connectivity",Yellow,10.06,28x64x17,Fabric,Vietnam,6,True,2024-03-27,SHU-HEA-000606
607,Gap Classic shirts,"Versatile wardrobe essential that combines style and functionality. Featuring all-season wear, versatile styling. Made from high-quality silk. Available in sizes M-XS-XL.",Fashion,Clothing,Gap,124.03,USD,4.1,4993,Pre-order,"all-season wear, versatile styling","versatile styling, Gap, all-season wear",White,5.35,22x124x77,Ceramic,South Korea,60,True,2025-03-03,GAP-CLO-000607
608,Sennheiser HD 383,"Professional-grade headphones for audiophiles and content creators. Featuring multipoint connection, noise cancellation. ",Electronics,Headphones,Sennheiser,268.16,USD,4.9,3739,Out of Stock,"multipoint connection, noise cancellation","multipoint connection, noise cancellation, Sennheiser",Gray,9.59,48x101x34,Ceramic,China,12,False,2025-04-07,SEN-HEA-000608
609,Target Classic kitchen,"Designer piece that adds elegance and character to any space. Featuring stylish appearance, eco-friendly, easy assembly. Dimensions: 182x25x73cm. Crafted from plastic.",Home & Garden,Home Decor,Target,621.53,USD,4.6,3388,In Stock,"stylish appearance, eco-friendly, easy assembly","stylish appearance, Target, eco-friendly, easy assembly",Pink,14.18,118x70x84,Rubber,Japan,12,True,2023-12-28,TAR-HOM-000609
610,Apple Live 312,"Noise-cancelling headphones perfect for travel and focused listening. Featuring touch controls, premium sound quality, quick charge. ",Electronics,Headphones,Apple,43.2,USD,4.5,4146,In Stock,"touch controls, premium sound quality, quick charge, voice assistant","touch controls, voice assistant, Apple, quick charge, premium sound quality",Blue,9.22,46x130x77,Ceramic,Vietnam,60,False,2025-05-22,APP-HEA-000610
611,Razer MacBook 901,"High-performance notebook with advanced features and sleek design. Featuring lightweight design, high resolution display, fast charging. ",Electronics,Laptops,Razer,1208.98,USD,4.0,653,Limited Stock,"lightweight design, high resolution display, fast charging, SSD storage, dedicated graphics","lightweight design, dedicated graphics, SSD storage, fast charging, Razer, high resolution display",Blue,23.98,136x123x60,Plastic,India,12,False,2023-09-03,RAZ-LAP-000611
612,Ralph Lauren Modern jackets,"Versatile wardrobe essential that combines style and functionality. Featuring breathable fabric, easy care, stylish design. Made from high-quality linen. Available in sizes L-S-M.",Fashion,Clothing,Ralph Lauren,278.53,USD,3.6,3442,In Stock,"breathable fabric, easy care, stylish design","easy care, stylish design, breathable fabric, Ralph Lauren",Brown,7.76,40x148x7,Wood,Taiwan,60,True,2022-11-20,RAL-CLO-000612
613,Dell ROG 756,"Powerful laptop designed for professional work and creative tasks. Featuring touchscreen, premium build quality. ",Electronics,Laptops,Dell,2884.97,USD,3.6,3012,In Stock,"touchscreen, premium build quality","Dell, touchscreen, premium build quality",White,4.46,7x59x28,Wood,Vietnam,12,False,2024-12-31,DEL-LAP-000613
614,West Elm Modern decor accessories,"Practical home solution with contemporary aesthetic appeal. Featuring modern design, durable materials, eco-friendly. Dimensions: 86x87x43cm. Crafted from wood.",Home & Garden,Home Decor,West Elm,361.86,USD,4.8,2823,In Stock,"modern design, durable materials, eco-friendly, functional design, easy assembly","eco-friendly, easy assembly, modern design, durable materials, West Elm, functional design",Green,23.06,133x88x37,Rubber,Vietnam,24,True,2024-10-19,WES-HOM-000614
615,H&M Premium shoes,"Premium fashion item with attention to detail and quality craftsmanship. Featuring easy care, all-season wear. Made from high-quality cotton. Available in sizes XS-XL-XXL.",Fashion,Clothing,H&M,48.72,USD,2.9,2949,In Stock,"easy care, all-season wear","easy care, H&M, all-season wear",Blue,16.61,144x51x11,Fabric,USA,12,False,2025-03-28,H&M-CLO-000615
616,Sony Max 365,"Premium mobile phone with professional-grade camera and fast performance. Featuring water resistant, 5G connectivity, multiple cameras. ",Electronics,Smartphones,Sony,327.59,USD,4.2,4968,Limited Stock,"water resistant, 5G connectivity, multiple cameras, wireless charging, fast charging","Sony, water resistant, multiple cameras, wireless charging, fast charging, 5G connectivity",White,4.24,87x115x31,Glass,India,24,False,2024-01-03,SON-SMA-000616
617,Apple Ultra 862,"Flagship smartphone with cutting-edge technology and premium design. Featuring wireless charging, face recognition, premium build. ",Electronics,Smartphones,Apple,372.99,USD,2.6,1807,In Stock,"wireless charging, face recognition, premium build, multiple cameras","Apple, face recognition, premium build, multiple cameras, wireless charging",Gray,6.46,72x113x7,Fabric,India,12,False,2024-03-07,APP-SMA-000617
618,Dell MacBook 795,"Premium portable computer with exceptional performance and build quality. Featuring premium build quality, dedicated graphics. ",Electronics,Laptops,Dell,1750.98,USD,3.6,4988,In Stock,"premium build quality, dedicated graphics","premium build quality, Dell, dedicated graphics",White,8.7,141x10x99,Metal,Vietnam,12,True,2023-06-10,DEL-LAP-000618
619,Tommy Hilfiger Luxury accessories,"Versatile wardrobe essential that combines style and functionality. Featuring versatile styling, stylish design, breathable fabric. Made from high-quality linen. Available in sizes M-L-XXL.",Fashion,Clothing,Tommy Hilfiger,164.28,USD,5.0,4545,In Stock,"versatile styling, stylish design, breathable fabric","versatile styling, Tommy Hilfiger, stylish design, breathable fabric",Green,2.65,37x58x34,Ceramic,Japan,36,True,2025-08-03,TOM-CLO-000619
620,Microsoft Pavilion 962,"High-performance notebook with advanced features and sleek design. Featuring long battery life, SSD storage, backlit keyboard. ",Electronics,Laptops,Microsoft,2395.92,USD,3.3,4651,In Stock,"long battery life, SSD storage, backlit keyboard, lightweight design","lightweight design, Microsoft, backlit keyboard, long battery life, SSD storage",Purple,9.71,68x35x32,Metal,Taiwan,6,False,2024-10-24,MIC-LAP-000620
621,Wayfair Essential decor accessories,"Premium home accessory crafted with attention to detail and quality. Featuring affordable pricing, stylish appearance, modern design. Dimensions: 114x149x46cm. Crafted from plastic.",Home & Garden,Home Decor,Wayfair,339.14,USD,4.3,2939,Limited Stock,"affordable pricing, stylish appearance, modern design, space-saving, versatile use","stylish appearance, affordable pricing, versatile use, modern design, space-saving, Wayfair",Red,11.76,116x8x91,Rubber,Taiwan,36,True,2024-10-12,WAY-HOM-000621
622,Sony AirPods 550,"High-fidelity audio experience with advanced driver technology. Featuring multipoint connection, premium sound quality, wireless connectivity. ",Electronics,Headphones,Sony,281.94,USD,2.5,167,In Stock,"multipoint connection, premium sound quality, wireless connectivity, long battery life, foldable design","long battery life, premium sound quality, Sony, multipoint connection, foldable design, wireless connectivity",Pink,12.57,70x118x22,Fabric,Vietnam,24,True,2025-07-30,SON-HEA-000622
623,IKEA Luxury bathroom,"Modern home furnishing that combines style and functionality. Featuring durable materials, modern design, functional design. Dimensions: 55x158x21cm. Crafted from ceramic.",Home & Garden,Home Decor,IKEA,307.37,USD,3.8,3043,In Stock,"durable materials, modern design, functional design","IKEA, modern design, durable materials, functional design",Gray,13.95,46x26x6,Rubber,USA,60,True,2024-09-05,IKE-HOM-000623
624,Sennheiser QuietComfort 125,"Premium wireless headphones with superior sound quality and comfort. Featuring wireless connectivity, comfortable fit. ",Electronics,Headphones,Sennheiser,252.35,USD,4.4,3575,In Stock,"wireless connectivity, comfortable fit","comfortable fit, Sennheiser, wireless connectivity",Green,17.42,82x17x32,Glass,Japan,24,False,2024-09-05,SEN-HEA-000624
625,Ralph Lauren Luxury jackets,"Contemporary design with classic appeal for modern lifestyle. Featuring stylish design, classic style, versatile styling. Made from high-quality polyester. Available in sizes XS-L-XL.",Fashion,Clothing,Ralph Lauren,40.16,USD,4.5,4044,Limited Stock,"stylish design, classic style, versatile styling, comfortable fit, breathable fabric","comfortable fit, breathable fabric, versatile styling, Ralph Lauren, classic style, stylish design",Black,8.5,56x106x97,Metal,Japan,6,False,2025-02-18,RAL-CLO-000625
626,Alienware Blade 853,"Versatile laptop perfect for business, gaming, and multimedia use. Featuring long battery life, lightweight design, dedicated graphics. ",Electronics,Laptops,Alienware,2148.11,USD,4.0,233,Limited Stock,"long battery life, lightweight design, dedicated graphics, touchscreen, fast processor","Alienware, fast processor, touchscreen, lightweight design, long battery life, dedicated graphics",Gray,20.65,36x120x16,Leather,India,36,False,2022-09-19,ALI-LAP-000626
627,West Elm Luxury kitchen,"Premium home accessory crafted with attention to detail and quality. Featuring modern design, stylish appearance, eco-friendly. Dimensions: 177x167x87cm. Crafted from fabric.",Home & Garden,Home Decor,West Elm,112.49,USD,3.0,3694,In Stock,"modern design, stylish appearance, eco-friendly, space-saving, affordable pricing","affordable pricing, modern design, space-saving, stylish appearance, West Elm, eco-friendly",Brown,12.48,35x108x71,Fabric,Japan,6,False,2023-11-11,WES-HOM-000627
628,Sennheiser K 625,"Professional-grade headphones for audiophiles and content creators. Featuring foldable design, comfortable fit. ",Electronics,Headphones,Sennheiser,47.45,USD,3.4,1702,In Stock,"foldable design, comfortable fit","foldable design, Sennheiser, comfortable fit",Pink,3.62,19x114x53,Plastic,South Korea,36,True,2025-07-20,SEN-HEA-000628
629,HP MacBook 887,"Versatile laptop perfect for business, gaming, and multimedia use. Featuring high resolution display, fast processor, fast charging. ",Electronics,Laptops,HP,2977.68,USD,4.8,3418,Out of Stock,"high resolution display, fast processor, fast charging, dedicated graphics, backlit keyboard","backlit keyboard, dedicated graphics, fast charging, fast processor, HP, high resolution display",Pink,5.33,59x10x14,Leather,USA,60,True,2023-12-23,HP-LAP-000629
630,Audio-Technica Studio 554,"Noise-cancelling headphones perfect for travel and focused listening. Featuring wireless connectivity, quick charge, touch controls. ",Electronics,Headphones,Audio-Technica,288.53,USD,3.7,768,In Stock,"wireless connectivity, quick charge, touch controls","wireless connectivity, touch controls, Audio-Technica, quick charge",Red,7.85,43x70x35,Fabric,Germany,12,False,2022-10-20,AUD-HEA-000630
631,Bose ATH 387,"Professional-grade headphones for audiophiles and content creators. Featuring multipoint connection, foldable design, long battery life. ",Electronics,Headphones,Bose,132.52,USD,4.4,1406,In Stock,"multipoint connection, foldable design, long battery life, wireless connectivity, noise cancellation","Bose, wireless connectivity, noise cancellation, multipoint connection, foldable design, long battery life",Brown,10.29,13x135x11,Ceramic,Taiwan,36,True,2024-10-15,BOS-HEA-000631
632,CB2 Classic bedding,"Modern home furnishing that combines style and functionality. Featuring modern design, premium quality, easy assembly. Dimensions: 188x42x33cm. Crafted from fabric.",Home & Garden,Home Decor,CB2,542.73,USD,3.0,3348,In Stock,"modern design, premium quality, easy assembly","premium quality, easy assembly, CB2, modern design",Red,22.92,117x145x38,Wood,South Korea,12,False,2024-02-09,CB2-HOM-000632
633,Shure QuietComfort 732,"Noise-cancelling headphones perfect for travel and focused listening. Featuring touch controls, noise cancellation. ",Electronics,Headphones,Shure,58.91,USD,4.2,3206,In Stock,"touch controls, noise cancellation","touch controls, noise cancellation, Shure",Red,23.19,102x88x70,Rubber,Vietnam,36,True,2023-10-15,SHU-HEA-000633
634,Bose Live 189,"Professional-grade headphones for audiophiles and content creators. Featuring multipoint connection, wireless connectivity. ",Electronics,Headphones,Bose,132.5,USD,4.1,2554,In Stock,"multipoint connection, wireless connectivity","multipoint connection, wireless connectivity, Bose",Yellow,14.32,45x116x11,Ceramic,Vietnam,36,False,2023-01-05,BOS-HEA-000634
635,HomeGoods Luxury outdoor,"Modern home furnishing that combines style and functionality. Featuring eco-friendly, affordable pricing, durable materials. Dimensions: 180x189x47cm. Crafted from plastic.",Home & Garden,Home Decor,HomeGoods,854.16,USD,4.9,280,In Stock,"eco-friendly, affordable pricing, durable materials, space-saving, easy assembly","easy assembly, durable materials, HomeGoods, eco-friendly, affordable pricing, space-saving",White,1.91,22x42x3,Ceramic,India,36,False,2022-10-11,HOM-HOM-000635
636,Alienware Surface 828,"High-performance notebook with advanced features and sleek design. Featuring lightweight design, touchscreen, premium build quality. ",Electronics,Laptops,Alienware,772.72,USD,4.2,4223,Out of Stock,"lightweight design, touchscreen, premium build quality, fast processor","touchscreen, lightweight design, premium build quality, Alienware, fast processor",Green,17.25,39x68x55,Rubber,India,60,False,2025-01-03,ALI-LAP-000636
637,CB2 Essential lighting,"Premium home accessory crafted with attention to detail and quality. Featuring premium quality, versatile use, stylish appearance. Dimensions: 89x18x55cm. Crafted from ceramic.",Home & Garden,Home Decor,CB2,471.02,USD,5.0,1392,In Stock,"premium quality, versatile use, stylish appearance, eco-friendly, space-saving","versatile use, eco-friendly, stylish appearance, CB2, premium quality, space-saving",Purple,8.14,24x111x57,Leather,South Korea,60,False,2023-11-16,CB2-HOM-000637
638,Acer ROG 834,"Powerful laptop designed for professional work and creative tasks. Featuring high resolution display, long battery life, fast processor. ",Electronics,Laptops,Acer,1992.3,USD,3.0,4695,In Stock,"high resolution display, long battery life, fast processor","long battery life, fast processor, Acer, high resolution display",White,17.81,102x25x49,Plastic,South Korea,36,False,2025-04-28,ACE-LAP-000638
639,Xiaomi Ultra 558,"Flagship smartphone with cutting-edge technology and premium design. Featuring premium build, high refresh rate. ",Electronics,Smartphones,Xiaomi,704.34,USD,3.3,3089,In Stock,"premium build, high refresh rate","high refresh rate, Xiaomi, premium build",Purple,14.35,92x145x57,Fabric,China,36,True,2024-07-30,XIA-SMA-000639
640,Crate & Barrel Modern outdoor,"Modern home furnishing that combines style and functionality. Featuring space-saving, eco-friendly, easy assembly. Dimensions: 85x43x68cm. Crafted from fabric.",Home & Garden,Home Decor,Crate & Barrel,651.54,USD,2.6,340,In Stock,"space-saving, eco-friendly, easy assembly, functional design","Crate & Barrel, eco-friendly, easy assembly, functional design, space-saving",Purple,6.18,143x34x70,Glass,Vietnam,60,False,2022-11-12,CRA-HOM-000640
641,Apple Max 763,"Premium mobile phone with professional-grade camera and fast performance. Featuring fast charging, high refresh rate, water resistant. ",Electronics,Smartphones,Apple,481.04,USD,2.9,1370,In Stock,"fast charging, high refresh rate, water resistant, face recognition, multiple cameras","Apple, high refresh rate, multiple cameras, face recognition, water resistant, fast charging",Red,23.39,8x67x64,Wood,South Korea,6,True,2025-05-11,APP-SMA-000641
642,Samsung Ultra 636,"High-performance smartphone with exceptional battery life and display quality. Featuring high refresh rate, OLED display. ",Electronics,Smartphones,Samsung,441.88,USD,4.2,482,In Stock,"high refresh rate, OLED display","Samsung, OLED display, high refresh rate",Yellow,8.85,137x28x77,Fabric,Germany,6,False,2023-10-21,SAM-SMA-000642
643,AKG K 157,"Professional-grade headphones for audiophiles and content creators. Featuring wireless connectivity, comfortable fit, touch controls. ",Electronics,Headphones,AKG,307.27,USD,4.6,2497,In Stock,"wireless connectivity, comfortable fit, touch controls, foldable design, long battery life","wireless connectivity, long battery life, AKG, touch controls, foldable design, comfortable fit",Pink,11.55,142x134x32,Fabric,Japan,36,True,2024-03-14,AKG-HEA-000643
644,Apple SRH 989,"Professional-grade headphones for audiophiles and content creators. Featuring touch controls, voice assistant, foldable design. ",Electronics,Headphones,Apple,237.16,USD,3.5,2232,Limited Stock,"touch controls, voice assistant, foldable design","voice assistant, Apple, foldable design, touch controls",Gray,3.32,148x23x3,Metal,China,6,True,2025-05-28,APP-HEA-000644
645,Target Luxury bedding,"Premium home accessory crafted with attention to detail and quality. Featuring stylish appearance, premium quality, easy assembly. Dimensions: 15x18x92cm. Crafted from fabric.",Home & Garden,Home Decor,Target,215.77,USD,2.9,4804,In Stock,"stylish appearance, premium quality, easy assembly","premium quality, stylish appearance, easy assembly, Target",Black,20.46,59x93x11,Fabric,Germany,60,False,2025-03-01,TAR-HOM-000645
646,Sony Pro 670,"Premium mobile phone with professional-grade camera and fast performance. Featuring premium build, face recognition. ",Electronics,Smartphones,Sony,557.6,USD,2.6,1718,Limited Stock,"premium build, face recognition","Sony, face recognition, premium build",Black,18.42,132x34x13,Metal,South Korea,6,True,2023-02-25,SON-SMA-000646
647,Alienware ZenBook 541,"High-performance notebook with advanced features and sleek design. Featuring fast charging, touchscreen, backlit keyboard. ",Electronics,Laptops,Alienware,534.13,USD,4.1,2285,In Stock,"fast charging, touchscreen, backlit keyboard","touchscreen, backlit keyboard, fast charging, Alienware",Gray,11.01,56x56x74,Wood,USA,12,False,2023-08-05,ALI-LAP-000647
648,Target Modern storage,"Practical home solution with contemporary aesthetic appeal. Featuring easy assembly, functional design, versatile use. Dimensions: 98x36x30cm. Crafted from metal.",Home & Garden,Home Decor,Target,121.73,USD,4.7,1649,Out of Stock,"easy assembly, functional design, versatile use, affordable pricing","easy assembly, functional design, Target, versatile use, affordable pricing",Red,10.23,99x71x53,Metal,Japan,6,False,2025-07-26,TAR-HOM-000648
649,Levi's Classic activewear,"Versatile wardrobe essential that combines style and functionality. Featuring all-season wear, stylish design. Made from high-quality wool. Available in sizes M-XS-S.",Fashion,Clothing,Levi's,15.43,USD,4.7,1078,In Stock,"all-season wear, stylish design","stylish design, Levi's, all-season wear",Black,24.91,15x130x76,Wood,Germany,36,True,2024-07-26,LEV-CLO-000649
650,Razer Inspiron 405,"Powerful laptop designed for professional work and creative tasks. Featuring touchscreen, dedicated graphics, high resolution display. ",Electronics,Laptops,Razer,2170.19,USD,3.8,2796,In Stock,"touchscreen, dedicated graphics, high resolution display","Razer, touchscreen, high resolution display, dedicated graphics",Red,7.63,137x28x9,Wood,Japan,36,True,2023-10-20,RAZ-LAP-000650
651,Nokia Edge 299,"Premium mobile phone with professional-grade camera and fast performance. Featuring wireless charging, OLED display, high refresh rate. ",Electronics,Smartphones,Nokia,1074.94,USD,3.8,2536,Out of Stock,"wireless charging, OLED display, high refresh rate, multiple cameras","OLED display, wireless charging, Nokia, multiple cameras, high refresh rate",Blue,16.08,98x39x19,Ceramic,India,24,False,2024-07-03,NOK-SMA-000651
652,Beyerdynamic HD 744,"Professional-grade headphones for audiophiles and content creators. Featuring wireless connectivity, noise cancellation, touch controls. ",Electronics,Headphones,Beyerdynamic,89.41,USD,2.8,3490,In Stock,"wireless connectivity, noise cancellation, touch controls, premium sound quality, multipoint connection","premium sound quality, Beyerdynamic, touch controls, multipoint connection, noise cancellation, wireless connectivity",Yellow,19.31,93x50x66,Leather,China,24,True,2024-04-12,BEY-HEA-000652
653,Acer Pavilion 594,"Powerful laptop designed for professional work and creative tasks. Featuring SSD storage, fast processor, premium build quality. ",Electronics,Laptops,Acer,2399.72,USD,4.6,4655,In Stock,"SSD storage, fast processor, premium build quality, long battery life, dedicated graphics","Acer, long battery life, premium build quality, fast processor, SSD storage, dedicated graphics",Purple,24.08,150x62x16,Wood,Japan,24,False,2024-07-11,ACE-LAP-000653
654,OnePlus Max 148,"Advanced mobile device featuring latest processor and camera system. Featuring water resistant, high refresh rate. ",Electronics,Smartphones,OnePlus,572.08,USD,4.9,4555,Out of Stock,"water resistant, high refresh rate","OnePlus, high refresh rate, water resistant",Brown,18.71,145x34x95,Rubber,China,36,True,2023-07-31,ONE-SMA-000654
655,Restoration Hardware Modern bedding,"Practical home solution with contemporary aesthetic appeal. Featuring modern design, space-saving, affordable pricing. Dimensions: 117x59x64cm. Crafted from glass.",Home & Garden,Home Decor,Restoration Hardware,308.81,USD,2.6,3245,In Stock,"modern design, space-saving, affordable pricing, versatile use","space-saving, versatile use, modern design, Restoration Hardware, affordable pricing",Green,17.39,126x17x50,Plastic,USA,36,True,2024-12-26,RES-HOM-000655
656,Nike Classic casual wear,"Versatile wardrobe essential that combines style and functionality. Featuring versatile styling, durable construction. Made from high-quality denim. Available in sizes S-XL-XXL.",Fashion,Clothing,Nike,198.24,USD,3.7,1028,Limited Stock,"versatile styling, durable construction","Nike, versatile styling, durable construction",Red,15.26,65x72x59,Leather,Germany,6,False,2024-10-06,NIK-CLO-000656
